PropName,PropTypes,LowPrice,HighPrice,Address,Rentals,Project Name,project type,Developer,Tenure,PSF,Completion Year,# of Floors,Total Units,Facilities,Buildings
Asia Heights,Apartment,280000,680000,"Lorong Semarak Api 3, 11500, Penang",800 - 1400,Asia Heights,Apartment,Asia Green Group,N/A,N/A,N/A,20,816,Barbeque Area | Covered car park | Gymnasium room | Jogging track | Landscaped Garden | Playground | 24 hours security | Squash court | Swimming pool,Building: Building @ Lorong Semarak Api 3 11500 | # Floors: 20 | # Units: 816 ** Building: Building @ - 11500 | # Floors: 20 | # Units: 815
Avant Court,Apartment,318888,420000,"Jalan 1/133, Taman Seri Sentosa, 58000, Selangor",1300 - 1600,Avant Court,Apartment,N/A,Leasehold,N/A,N/A,12,N/A,Badminton hall | Barbeque Area | Cafe | Covered car park | Gymnasium room | Mini-Mart | Multi-purpose hall | Nursery | Playground | Recreation Lake | Sauna | 24 hours security | Squash court | Swimming pool | Tennis courts | Wading pool,"Building: Building @ Jalan 1/133, Taman Seri Sentosa 58000 | # Floors: 12 | # Units: N/A"
Azalea Court,Apartment,0,0,"Persiaran Lembah Hijau 4, Bandar Tasik Puteri, 48000, Selangor",,Azalea Court,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Persiaran Lembah Hijau 4, Bandar Tasik Puteri 48000 | # Floors: N/A | # Units: N/A"
B1 Apartment,Apartment,0,0,"Jalan Presint 8C, Presint 8, 62000, Selangor",,B1 Apartment,Apartment,N/A,Freehold,N/A,N/A,12,N/A,Car Park | Driving range | Playground,Building: B1 Apartment | # Floors: 12 | # Units: N/A
Baiduri Courts (Bukit Puchong),Apartment,240000,350000,"Jalan BP 14, Bandar Bukit Puchong, 47100, Selangor",850 - 1200,Baiduri Courts (Bukit Puchong),Apartment,Bukit Hitam Development Sdn Bhd,Freehold,N/A,N/A,N/A,400,Multi-purpose hall | Playground | 24 hours security,"Building: Building @ 2 Jalan BP 14, Bandar Bukit Puchong 47100 | # Floors: N/A | # Units: 400 ** Building: Building @ 2 47100 | # Floors: N/A | # Units: 399"
Bambangan Apartment,Apartment,0,0,"Off Jalan Kiansom, Inanam, Kota Kinabalu, 88450, Sabah",,Bambangan Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jln Kampung Sukang, Off Jalan Kiansom, Inanam, Kota Kinabalu 88450 | # Floors: N/A | # Units: N/A ** Building: Building @ Jln Kampung Sukang, 88450 | # Floors: N/A | # Units: N/A"
Bandar Baru Segar Utama Apartment,Apartment,0,0,"Jalan Cheras Hartamas, 43200, Selangor",,Bandar Baru Segar Utama Apartment,Apartment,N/A,Freehold,N/A,N/A,8,N/A,,Building: Building @ Jalan Cheras Hartamas 43200 | # Floors: 8 | # Units: N/A
Bandar Damai Perdana Apartment,Apartment,168000,380000,"Jalan Damai Perdana 2, Bandar Damai Perdana, 56000, Kuala Lumpur",650 - 1200,Bandar Damai Perdana Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Damai Perdana 2, Bandar Damai Perdana 56000 | # Floors: N/A | # Units: N/A"
Bandar Pinggiran Subang Apartment,Apartment,0,0,"Jalan Matahari U5/117, 40150, Selangor",,Bandar Pinggiran Subang Apartment,Apartment,Templer Park Resort Properties Sdn. Bhd.,Leasehold,N/A,N/A,5,640,Badminton hall | Barbeque Area | Covered car park | Lounge | Playground | Salon,Building: Building @ Jalan Matahari U5/117 40150 | # Floors: 5 | # Units: 640
Bangau Apartment,Apartment,0,0,"Jalan Bukit Idaman 2, Taman Bukit Idaman, 68100, Selangor",,Bangau Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Bukit Idaman 2, Taman Bukit Idaman 68100 | # Floors: N/A | # Units: N/A"
Batu Caves Centerpoint Apartment,Apartment,180000,230000,"Jalan Satu, Batu Caves Centerpoint, 68100, Selangor",700 - 2900,Batu Caves Centerpoint Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Business Centre | Open car park,"Building: Building @ Jalan Satu, Batu Caves Centerpoint 68100 | # Floors: N/A | # Units: N/A"
Bayu Angkasa Apartments @ Nusa Bayu,Apartment,186200,550000,"Nusa Bayu, 79250, Johor",850 - 7600,Bayu Angkasa Apartments @ Nusa Bayu,Apartment,UEM Sunrise Berhad,Freehold,N/A,2017,16,322,Multi-purpose hall | Nursery | Playground | 24 hours security | Surau (Male & Female) | Swimming pool,Building: Building @ Persiaran Bayu Nusa Bayu 79250 | # Floors: 16 | # Units: 322 ** Building: Building @ Persiaran Bayu 79250 | # Floors: 16 | # Units: 320
Bayu Murni,Apartment,0,0,"Jalan 6, Kampung Ampang Campuran, 68000, Selangor",,Bayu Murni,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Covered car park | Playground,"Building: Building @ Jalan 6, Kampung Ampang Campuran 68000 | # Floors: 5 | # Units: N/A"
Bayu Puteri 1,Apartment,270000,620000,"Taman Bayu Puteri, 80150, Johor",850 - 1800,Bayu Puteri 1,Apartment,N/A,N/A,N/A,N/A,N/A,266,Barbeque Area | Mini-Mart | Playground | 24 hours security,Building: Building @ Taman Bayu Puteri 80150 | # Floors: N/A | # Units: 266 ** Building: Building @ - 80150 | # Floors: N/A | # Units: 265
Bayu Puteri 2,Apartment,248000,350000,"Taman Bayu Puteri, 80150, Johor",800 - 1500,Bayu Puteri 2,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Barbeque Area | Playground | 24 hours security,Building: Building @ Taman Bayu Puteri 80150 | # Floors: N/A | # Units: N/A ** Building: Building @ - 80150 | # Floors: N/A | # Units: N/A
Bayu Puteri 3,Apartment,0,380000,"Taman Bayu Puteri, 81500, Johor",850 - 1600,Bayu Puteri 3,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Barbeque Area | Playground | 24 hours security | Swimming pool | Tennis courts,Building: Building @ Taman Bayu Puteri 81500 | # Floors: N/A | # Units: N/A ** Building: Building @ - 81500 | # Floors: N/A | # Units: N/A
Bayu Puteri Apartment @ Tropicana,Apartment,338000,680000,"Jalan Tropicana Selatan, 47301, Selangor",450 - 1800,Bayu Puteri Apartment @ Tropicana,Apartment,N/A,Leasehold,N/A,N/A,16,N/A,Badminton hall | Barbeque Area | Covered car park | Gymnasium room | Karaoke | Lounge | Mini-Mart | Playground | Sauna | 24 hours security | Swimming pool | Tennis courts,Building: Building @ 3 Jalan Tropicana Selatan 47301 | # Floors: 16 | # Units: N/A ** Building: Building @ 3 47301 | # Floors: 16 | # Units: N/A
Bayu Villa,Apartment,0,450000,"Jalan Batu Unjur, 41200, Selangor",800 - 1300,Bayu Villa,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Badminton hall | Covered car park | Landscaped Garden | 24 hours security | Swimming pool | Wading pool,Building: Building @ 9 Jalan Batu Unjur 41200 | # Floors: N/A | # Units: N/A ** Building: Building @ 9 41200 | # Floors: N/A | # Units: N/A
Bayview Court Apartments,Apartment,0,0,"Jalan 8/133, Taman Sri Sentosa, 58000, Selangor",,Bayview Court Apartments,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Car Park | Driving range | Perimeter Fencing | Open car park | 24 hours security,Building: Bayview Court Apartments | # Floors: 5 | # Units: N/A
Belaian Bayu Apartment,Apartment,310000,350000,"Jalan Petola 24/8, Seksyen 24, Shah Alam, 40300, Selangor",,Belaian Bayu Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Open car park | 24 hours security,"Building: Building @ Jalan Petola 24/8, Seksyen 24, Shah Alam 40300 | # Floors: N/A | # Units: N/A"
Bellane Court,Apartment,0,0,"Lorong Bell, Taman Pulau Pinang, 10350, Penang",,Bellane Court,Apartment,N/A,Freehold,N/A,N/A,4,15,Covered car park | Jogging track | Open car park | 24 hours security,"Building: Building @ Lorong Bell, Taman Pulau Pinang 10350 | # Floors: 4 | # Units: 15"
Beringin Apartment,Apartment,0,0,"Jalan Industri Pusat Bandar Puchong 3, 47100, Selangor",,Beringin Apartment,Apartment,N/A,Freehold,N/A,N/A,5,60,Open car park,Building: Building @ Jalan Industri Pusat Bandar Puchong 3 47100 | # Floors: 5 | # Units: 60
Berjaya Park Shah Alam Apartments,Apartment,350000,650000,"Off Jalan Sungai Renggam 32/4, Seksyen 32, 40460, Selangor",,Berjaya Park Shah Alam Apartments,Apartment,Pakar Angsana Sdn Bhd (Berjaya Land Berhad),Freehold,N/A,2014,12,220,Business Centre | Cafe | Car Park | Eateries | Playground | 24 hours security,Building: Berjaya Park Apartments | # Floors: 12 | # Units: 220
Beverly Hills Apartment Phase 1,Apartment,245000,285000,"Beverly Hills Apartment, Kota Kinabalu, Sabah, 88300, Sabah",,Beverly Hills Apartment Phase 1,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Clubhouse | 24 hours security | Swimming pool,"Building: Building @ Jalan Bundusan, Beverly Hills Apartment, Kota Kinabalu, Sabah 88300 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Bundusan, 88300 | # Floors: N/A | # Units: N/A"
Beverly Hills Apartment Phase 2,Apartment,0,0,"Beverly Hills Apartment, Kota Kinabalu, Sabah, 88300, Sabah",,Beverly Hills Apartment Phase 2,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Clubhouse | 24 hours security | Swimming pool,"Building: Building @ Jalan Bundusan, Beverly Hills Apartment, Kota Kinabalu, Sabah 88300 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Bundusan, 88300 | # Floors: N/A | # Units: N/A"
Beverly Hills Apartment Phase 3,Apartment,0,0,"Beverly Hills Apartment, Kota Kinabalu, Sabah, 88300, Sabah",,Beverly Hills Apartment Phase 3,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Clubhouse | 24 hours security | Swimming pool,"Building: Building @ Jalan Bundusan, Beverly Hills Apartment, Kota Kinabalu, Sabah 88300 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Bundusan, 88300 | # Floors: N/A | # Units: N/A"
Beverly Hills Apartment Phase 5,Apartment,0,0,"Beverly Hills Apartment, Kota Kinabalu, Sabah, 88300, Sabah",,Beverly Hills Apartment Phase 5,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Clubhouse | 24 hours security | Swimming pool,"Building: Building @ Jalan Bundusan, Beverly Hills Apartment, Kota Kinabalu, Sabah 88300 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Bundusan, 88300 | # Floors: N/A | # Units: N/A"
Bistari Impian Apartment,Apartment,290000,380000,"Jalan Serantau, Off Jalan Dato Jaafar, 80350, Johor",450 - 1500,Bistari Impian Apartment,Apartment,N/A,Leasehold,N/A,N/A,16,512,Game room | Landscaped Garden | Nursery | Playground | 24 hours security | Swimming pool,"Building: Building @ 0 Jalan Serantau, Off Jalan Dato Jaafar 80350 | # Floors: 16 | # Units: 512"
BL Avenue,Apartment,470000,750000,"Lebuhraya Thean Teik, 11500, Penang",1500 - 1600,BL Avenue,Apartment,Reka Indah Development Sdn Bhd,Freehold,N/A,N/A,19,168,Barbeque Area | Covered car park | Game room | Gymnasium room | Playground | 24 hours security | Table Tennis,Building: Building @ Lebuhraya Thean Teik 11500 | # Floors: 19 | # Units: 168 ** Building: Building @ - 11500 | # Floors: 19 | # Units: 167
BL Garden,Apartment,295000,530000,"Lebuhraya Thean Teik, 11500, Penang",850 - 1200,BL Garden,Apartment,N/A,Freehold,N/A,N/A,30,N/A,Barbeque Area | Covered car park | Game room | Gymnasium room | Landscaped Garden | Playground | Reflexology Path | 24 hours security,Building: Building @ Lebuhraya Thean Teik 11500 | # Floors: 30 | # Units: N/A ** Building: Building @ - 11500 | # Floors: 30 | # Units: N/A
Bougainvilla Apartment (Segambut),Apartment,305000,400000,"Jalan Prima Pelangi, Bukit Prima Pelangi, 52200, Kuala Lumpur",1200 - 1500,Bougainvilla Apartment (Segambut),Apartment,Harmony Home Development Sdn Bhd,Freehold,N/A,N/A,N/A,N/A,Barbeque Area | Cafe | Covered car park | Gymnasium room | Mini-Mart | Playground | Salon | Sauna | 24 hours security | Swimming pool | Wading pool,"Building: Building @ Jalan Prima Pelangi, Bukit Prima Pelangi 52200 | # Floors: N/A | # Units: N/A"
Bukit Beruang Bestari (University View),Apartment,208800,310000,"Jln Bukit Beruang Utama 3, Tmn Bukit Beruang Utama, 75450, Melaka",,Bukit Beruang Bestari (University View),Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jln Bukit Beruang Utama 3, Tmn Bukit Beruang Utama 75450 | # Floors: N/A | # Units: N/A ** Building: Building @ - 75450 | # Floors: N/A | # Units: N/A"
Bukit Beruang Utama Apartment,Apartment,180000,196000,"Jalan Bukit Beruang Utama, Tmn Bukit Beruang Utama, 75450, Melaka",,Bukit Beruang Utama Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Bukit Beruang Utama, Tmn Bukit Beruang Utama 75450 | # Floors: N/A | # Units: N/A ** Building: Building @ - 75450 | # Floors: N/A | # Units: N/A"
Bukit Dumbar Indah,Apartment,500000,550000,"Jalan Thomas, 11600, Penang",,Bukit Dumbar Indah,Apartment,N/A,Freehold,N/A,N/A,5,108,Badminton hall | Gymnasium room | Sauna | 24 hours security | Swimming pool,Building: Building @ 98 Jalan Thomas 11600 | # Floors: 5 | # Units: 108
Bukit Kuda Court,Apartment,0,0,"Jalan Landasan,, 41300, Selangor",,Bukit Kuda Court,Apartment,N/A,Freehold,N/A,N/A,4,N/A,Playground,"Building: Building @ Jalan Landasan, 41300 | # Floors: 4 | # Units: N/A"
Bukit Mas Apartment,Apartment,0,0,"Jalan 1/4b, 53100, Kuala Lumpur",,Bukit Mas Apartment,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Driving range | Open car park,Building: Bukit Mas Apartment | # Floors: 5 | # Units: N/A
Bukit Pelangi,Apartment,560000,750000,"Tanjung Bungah Park, Penang, 11200, Penang",,Bukit Pelangi,Apartment,N/A,Freehold,N/A,N/A,7,N/A,,"Building: Building @ 89 Tanjung Bungah Park, Penang 11200 | # Floors: 7 | # Units: N/A ** Building: Building @ 89 11200 | # Floors: 7 | # Units: N/A"
Bukit Saujana Apartment (Johor),Apartment,0,0,"Jalan Yahya Awal, Bukit Saujana, Johor Bahru, 80100, Johor",,Bukit Saujana Apartment (Johor),Apartment,N/A,Malay Reserved Land,N/A,N/A,N/A,N/A,Cafe | Mini-Mart | Playground | 24 hours security | Swimming pool,"Building: Building @ 0 Jalan Yahya Awal, Bukit Saujana, Johor Bahru 80100 | # Floors: N/A | # Units: N/A"
Bukit Segambut Apartment,Apartment,348000,440000,"Jalan 1/38g, Taman Sri Sinar, 52100, Kuala Lumpur",1200 - 1500,Bukit Segambut Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,188,Barbeque Area | Covered car park | Gymnasium room | Jacuzzi | Mini-Mart | Multi-purpose hall | Playground | Sauna | 24 hours security,"Building: Building @ 0 Jalan 1/38g, Taman Sri Sinar 52100 | # Floors: N/A | # Units: 188 ** Building: Building @ 0 52100 | # Floors: N/A | # Units: 187"
Bukit Senang Court,Apartment,0,0,"Taman Bukit Senang, Senai, 81400, Johor",,Bukit Senang Court,Apartment,Scudai Development,Freehold,N/A,N/A,N/A,N/A,Barbeque Area | Covered car park | Landscaped Garden | 24 hours security | Swimming pool | Wading pool,"Building: Building @ Jalan Senang 6, Taman Bukit Senang, Senai 81400 | # Floors: N/A | # Units: N/A"
Bundusan Villa Apartment,Apartment,0,0,"Off Jalan Duta, Kota Kinabalu, Sabah, 88300, Sabah",,Bundusan Villa Apartment,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Covered car park | Children's Playground | Clubhouse | Driving range | Jogging track | 24 hours security | Swimming pool | Tennis courts,Building: Bundusan Villa Apartment | # Floors: 5 | # Units: N/A
Cahaya Permai,Apartment,250000,318000,"Persiaran Permai Sentosa, Taman Prima Tropika, 43300, Selangor",900 - 1200,Cahaya Permai,Apartment,N/A,Leasehold,N/A,N/A,N/A,300,Covered car park | Jogging track | Mini-Mart | Playground | Swimming pool | Tennis courts,"Building: Building @ Persiaran Permai Sentosa, Taman Prima Tropika 43300 | # Floors: N/A | # Units: 300 ** Building: Building @ - 43300 | # Floors: N/A | # Units: 299"
Camellia Court (Nilai Impian),Apartment,0,0,"Jalan Nilam 4/9, Nilai Impian, Bandar Baru Nilai, 71800, Negeri Sembilan",,Camellia Court (Nilai Impian),Apartment,Negara Properties Sdn Bhd,Freehold,N/A,N/A,N/A,314,Perimeter Fencing | Playground | 24 hours security | Surau (Male & Female) | Swimming pool,Building: Camellia Court (Nilai Impian) | # Floors: N/A | # Units: 314
Casa Pinang,Apartment,0,0,"Gerbang Batu Lanchang, 11600, Penang",,Casa Pinang,Apartment,N/A,Freehold,N/A,N/A,10,48,24 hours security,Building: Building @ 1 Gerbang Batu Lanchang 11600 | # Floors: 10 | # Units: 48
Casa Prima Apartments,Apartment,81000,110000,"Taman Bukit Delima, 70200, Negeri Sembilan",,Casa Prima Apartments,Apartment,N/A,Freehold,N/A,N/A,9,N/A,Covered car park | Driving range | Perimeter Fencing | Jogging track | Lift lobby,Building: Casa Prima Apartment | # Floors: 9 | # Units: N/A
Casa Suites,Apartment,0,1500000,"Jalan SS 20/7, Damansara Kim, 47400, Selangor",1600 - 2200,Casa Suites,Apartment,N/A,Freehold,N/A,N/A,N/A,210,Barbeque Area | Business Centre | Cafe | Covered car park | Gymnasium room | Launderette | Mini-Mart | Playground | Salon | Sauna | 24 hours security | Swimming pool | Wading pool,"Building: Building @ 27 Jalan SS 20/7, Damansara Kim 47400 | # Floors: N/A | # Units: 210"
Casa Venicia Greenview,Apartment,180000,370000,"Jalan Bukit Idaman 1/7, 68100, Selangor",,Casa Venicia Greenview,Apartment,N/A,Leasehold,N/A,N/A,15,N/A,Barbeque Area | Cafe | Covered car park | Clubhouse | Jogging track | Playground | Sauna | 24 hours security | Squash court | Swimming pool | Tennis courts | Wading pool,Building: Building @ Jalan Bukit Idaman 1/7 68100 | # Floors: 15 | # Units: N/A
Casmaria Apartment,Apartment,240000,300000,"Jalan Samudera Batu Caves 12, 68100, Selangor",900 - 1100,Casmaria Apartment,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Perimeter Fencing | Main entrance | Mini-Mart | Open car park | Playground | 24 hours security,Building: Casmaria Apartment | # Floors: 5 | # Units: N/A
Cassia Apartment,Apartment,0,0,"Taman Nilai 3, 71800, Negeri Sembilan",,Cassia Apartment,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Driving range | Open car park,Building: Cassia Apartment | # Floors: 5 | # Units: N/A
Cemara Apartment (Bukit Segar Jaya),Apartment,135000,145000,"Jalan Bukit Segar Jaya, Taman Bukit Segar Jaya 2, 43200, Selangor",700 - 1400,Cemara Apartment (Bukit Segar Jaya),Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Bukit Segar Jaya, Taman Bukit Segar Jaya 2 43200 | # Floors: N/A | # Units: N/A"
Cemara Apartment (Kajang Utama),Apartment,190000,300000,"Jalan Seksyen 3/1a, Taman Kajang Utama, 43500, Selangor",,Cemara Apartment (Kajang Utama),Apartment,N/A,Freehold,N/A,N/A,5,N/A,24 hours security | Swimming pool,"Building: Building @ 0 Jalan Seksyen 3/1a, Taman Kajang Utama 43500 | # Floors: 5 | # Units: N/A"
Cempaka Apartment (Garden Avenue S2),Apartment,85000,105000,"Garden Avenue, Seremban 2, 70300, Negeri Sembilan",,Cempaka Apartment (Garden Avenue S2),Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan S2 G5 Garden Avenue, Seremban 2 70300 | # Floors: N/A | # Units: N/A"
Cempaka Court,Apartment,0,0,"Taman Desa Cempaka 2, Bandar Baru Nilai, 71800, Negeri Sembilan",,Cempaka Court,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Car Park | Children's Playground | Jogging track | Mini-Mart | 24 hours security,Building: Cempaka Court | # Floors: N/A | # Units: N/A
Cendekiawan Apartment,Apartment,0,0,"Persiaran Cendekiawan, 43009, Selangor",,Cendekiawan Apartment,Apartment,N/A,Leasehold,N/A,N/A,11,N/A,Covered car park | 24 hours security,Building: Building @ 0 Persiaran Cendekiawan 43009 | # Floors: 11 | # Units: N/A ** Building: Building @ 0 43009 | # Floors: 11 | # Units: N/A
Central Residence @ Sg Besi,"Soho, Apartment",338000,750000,"Jalan Sungai Besi, 57100 , Kuala Lumpur",500 - 3000,Central Residence @ Sg Besi,Multiple,Yuk Tung Group,Freehold,N/A,2015,27,526,Barbeque Area | Cafe | Game room | Gymnasium room | Launderette | Multi-purpose hall | Nursery | Playground | Sauna | 24 hours security | Spa pool | Surau (Male & Female) | Swimming pool | Wading pool,Building: Central SOHO @ Central Residence | # Floors: 27 | # Units: 365
Centrio Avenue,Apartment,0,0,"Taman Bukit Gambier, 11700, Penang",700 - 4200,Centrio Avenue,Apartment,Boon Siew Group,Freehold,N/A,2013,31,780,Barbeque Area | Car Park | Gymnasium room | Playground | 24 hours security,Building: Centrio Avenue Apartment | # Floors: 31 | # Units: 780
Chanyai Villa Apartment,Apartment,0,0,"Likas, Kota Kinabalu, 88450, Sabah",,Chanyai Villa Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Lorong Canai 2, Likas, Kota Kinabalu 88450 | # Floors: N/A | # Units: N/A ** Building: Building @ Lorong Canai 2, 88450 | # Floors: N/A | # Units: N/A"
"Chelliah Park City, Georgetown",Apartment,0,0,", Jalan S.P. Chelliah, 10100, Penang",900 - 1500,"Chelliah Park City, Georgetown",Apartment,Zubicon Sdn. Bhd.,Freehold,N/A,2016,N/A,1900,Badminton hall | Landscaped Garden | Multi-Storey Car Park | Multi-purpose hall | Nursery | 24 hours security,"Building: Building @ Chelliah Park City, Georgetown | # Floors: N/A | # Units: N/A"
"Cheras Perdana Apartment Block A, B, C",Apartment,189999,349000,"Jalan Cheras Perdana, Taman Cheras Perdana, 43200, Selangor",1150,"Cheras Perdana Apartment Block A, B, C",Apartment,N/A,Freehold,N/A,N/A,4,N/A,Covered car park | Playground | 24 hours security,"Building: Building @ Jalan Cheras Perdana, Taman Cheras Perdana 43200 | # Floors: 4 | # Units: N/A"
